"Time","Value","Units","Var","EPU","SOE 2018"
1960,19,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1961,354,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1962,51799,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1963,122471,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1964,211982.253843851,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1965,397932.248858799,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1966,283718.077013683,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1967,169517.140028098,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1968,90895.123959459,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1969,67055.3107190341,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1970,61250.3962991397,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1971,126849.702854849,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1972,166183.393764313,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1973,140236.890648635,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1974,114771.16405035,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1975,121697.12386558,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1976,96067.6221239847,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1977,89220.4441074607,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1978,61179.0944314805,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1979,58214.806258964,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1980,67439.0239080138,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1981,60072.3325087906,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1982,75331.0399031527,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1983,63336.9844940927,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1984,53212.409474262,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1985,52332.559747133,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1986,43032.3720892865,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1987,47522.4331300609,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1988,58024.1256976242,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1989,55552.7310993427,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1990,62864.2777649181,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1991,58837.8115544975,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1992,53863.9435494607,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1993,53848.5919178528,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1994,36761.1388689978,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1995,28289.5735247565,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1996,28691.701891589,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1997,28336.7408943023,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1998,28389.6797521868,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1999,30820.9714983009,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
2000,26632.8764436216,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
2001,31429.1680801033,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
2002,26997.891174768,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
2003,23103.5601028272,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
2004,23693.3432951662,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
2005,20848.2414293876,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
2006,17772.9055561993,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
2007,17241.9002734377,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
2008,12998.1647646874,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
2009,12435.0918597357,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
2010,15769.9807739034,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
2011,20076.6747227905,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
2012,17842.9278749427,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
2013,12585.7658018277,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
2014,17153.6967958655,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
2015,17355.3120221838,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
2016,19235.4265074947,"metric tons","Piscivore used for food fish or unknown GB","GB","N"
1960,2342,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1961,344,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1962,295,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1963,4276,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1964,43328.9873849475,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1965,36014.052917549,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1966,32662.0743227026,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1967,29209.297740425,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1968,36921.2646266114,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1969,37931.9493994302,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1970,40815.6263662368,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1971,37255.9996641429,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1972,29912.4394486416,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1973,30618.8579510004,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1974,28164.2597956622,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1975,33262.503837795,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1976,38202.0652807388,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1977,44031.0500707726,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1978,47571.4537445628,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1979,39451.4219778807,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1980,41954.0531129367,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1981,45624.0229376242,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1982,43147.1661265963,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1983,46638.5575230175,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1984,49767.195152934,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1985,50754.1225548638,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1986,48876.7568147214,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1987,37398.7308172086,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1988,32125.1987973378,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1989,30519.3569158783,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1990,40253.5781500691,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1991,36700.6164126106,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1992,34124.225420073,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1993,32783.7900443903,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1994,29797.5438123338,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1995,27763.1742149854,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1996,27846.5598608311,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1997,24159.9048739195,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1998,22494.3484303615,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1999,15561.7553446265,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
2000,16768.7539964115,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
2001,17629.1993668267,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
2002,16668.3662898261,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
2003,19514.7003311423,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
2004,18658.7337616413,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
2005,17463.6990434605,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
2006,14073.1076623058,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
2007,15879.1957934125,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
2008,19903.4033062125,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
2009,18501.1319592164,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
2010,17143.6136804589,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
2011,18635.8016021316,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
2012,19625.2254142521,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
2013,12359.125652603,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
2014,13800.6995096001,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
2015,11157.4941706975,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
2016,10445.8854898269,"metric tons","Piscivore used for food fish or unknown GOM","GOM","N"
1964,4389.74811565906,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1965,4738.62868704456,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1966,4277.89813391787,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1967,1604.58234958802,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1968,28240.8107408512,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1969,116458.48440931,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1970,24287.5894049537,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1971,59436.0524994863,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1972,73109.2455146088,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1973,109373.927878754,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1974,82500.4345924176,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1975,50747.6568362741,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1976,30880.9928809617,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1977,22267.0957115935,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1978,30459.372918043,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1979,24123.8913813171,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1980,18208.9865164752,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1981,19596.479066999,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1982,26324.3733188395,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1983,25470.6568378253,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1984,27193.1882498287,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1985,26658.4485539265,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1986,25124.9309954441,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1987,24520.8767045826,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1988,25698.4050273564,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1989,25972.652760749,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1990,30709.9153066044,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1991,33944.5816128391,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1992,33922.2149823119,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1993,34846.3495377805,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1994,31046.4873346238,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1995,35232.5688822738,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1996,38125.5410397466,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1997,41015.3843837088,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1998,43382.1065492386,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1999,36964.9048439926,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
2000,31787.7403983497,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
2001,27542.7631083052,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
2002,24210.5467462193,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
2003,23593.8610747257,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
2004,25531.6238559203,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
2005,25201.9441015111,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
2006,22559.4907261849,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
2007,23241.2737474615,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
2008,24089.7744440548,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
2009,20071.150629891,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
2010,17165.6931532106,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
2011,24739.00327478,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
2012,23721.0704222734,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
2013,17193.2911015441,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
2014,19722.3695597235,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
2015,18547.8953127573,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
2016,18723.6180838332,"metric tons","Piscivore used for food fish or unknown MAB","MAB","N"
1964,29782.7847493184,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
1965,30058.156594814,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
1966,28948.7630978223,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
1967,21394.9700654189,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
1968,21933.4037130809,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
1969,14596.2663546538,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
1970,10927.9169873512,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
1971,9544.12596127452,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
1972,12710.2859792401,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
1973,11313.7984491347,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
1974,10922.7623636585,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
1975,5481.15259284901,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
1976,4249.99086335362,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
1977,2651.71687075295,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
1978,1570.16487343177,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
1979,771.67946257094,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
1980,894.3390040816,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
1981,1216.6390625851,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
1982,1460.18596021683,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
1983,1258.28473885191,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
1984,1767.40407241783,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
1985,1620.17433940901,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
1986,2919.39170732209,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
1987,2747.26156756975,"metric tons","Piscivore used for food fish or unknown OTHER","OTHER","N"
